Family;Status;Part number;Temperature;Supply current;Supply current hover;Supply voltage;Supply voltage hover;Technology;Motion;Processing;Sensitive axis;Sensitive axis hover;Stray field;Package;Trim&Form;Output;Output hover;Magnetic field;Magnet TC;AEC-Q100;ASIL;Extra;Extra hover;Product page;Datasheet
Mainstream;production;MLX90366LVS-ADU-251;-40 to 150;10;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD1 2.54;SENT;;20 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL;;https://www.melexis.com/MLX90366;https://media.melexis.com/-/media/files/documents/datasheets/MLX90366-datasheet-melexis.pdf
Mainstream;production;MLX90366LVS-ADU-253;-40 to 150;10;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD2 2.54;SENT;;20 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL;;https://www.melexis.com/MLX90366;https://media.melexis.com/-/media/files/documents/datasheets/MLX90366-datasheet-melexis.pdf
Mainstream;production;MLX90366LVS-ADU-258;-40 to 150;10;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD4 2.54;SENT;;20 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL;;https://www.melexis.com/MLX90366;https://media.melexis.com/-/media/files/documents/datasheets/MLX90366-datasheet-melexis.pdf
Mainstream;production;MLX90366LVS-ADU-460;-40 to 150;10;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;Standard straight leads;SENT;;20 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL;;https://www.melexis.com/MLX90366;https://media.melexis.com/-/media/files/documents/datasheets/MLX90366-datasheet-melexis.pdf
Mainstream;production;MLX90366LVS-ADU-461;-40 to 150;10;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD1 2.54;SENT;;20 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL;;https://www.melexis.com/MLX90366;https://media.melexis.com/-/media/files/documents/datasheets/MLX90366-datasheet-melexis.pdf
Mainstream;production;MLX90366LVS-ADU-463;-40 to 150;10;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD2 2.54;SENT;;20 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL;;https://www.melexis.com/MLX90366;https://media.melexis.com/-/media/files/documents/datasheets/MLX90366-datasheet-melexis.pdf
Mainstream;production;MLX90366LVS-ADU-468;-40 to 150;10;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD4 2.54;SENT;;20 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL;;https://www.melexis.com/MLX90366;https://media.melexis.com/-/media/files/documents/datasheets/MLX90366-datasheet-melexis.pdf
Mainstream;production;MLX90366LVS-AEV-250;-40 to 150;10;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;Standard straight leads;SENT;;20 to 70 (mT);-2400 to 0;✔;QM;16/17-pts fixed PWL;;https://www.melexis.com/MLX90366;https://media.melexis.com/-/media/files/documents/datasheets/MLX90366-datasheet-melexis.pdf
Mainstream;production;MLX90366LVS-AEV-253;-40 to 150;10;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD2 2.54;SENT;;20 to 70 (mT);-2400 to 0;✔;QM;16/17-pts fixed PWL;;https://www.melexis.com/MLX90366;https://media.melexis.com/-/media/files/documents/datasheets/MLX90366-datasheet-melexis.pdf
Mainstream;production;MLX90366LVS-AEV-258;-40 to 150;10;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD4 2.54;SENT;;20 to 70 (mT);-2400 to 0;✔;QM;16/17-pts fixed PWL;;https://www.melexis.com/MLX90366;https://media.melexis.com/-/media/files/documents/datasheets/MLX90366-datasheet-melexis.pdf
Mainstream;production;MLX90366LVS-AEU-250;-40 to 150;10;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;Standard straight leads;SENT;;20 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL;;https://www.melexis.com/MLX90366;https://media.melexis.com/-/media/files/documents/datasheets/MLX90366-datasheet-melexis.pdf
Mainstream;production;MLX90366LVS-AEU-253;-40 to 150;10;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD2 2.54;SENT;;20 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL;;https://www.melexis.com/MLX90366;https://media.melexis.com/-/media/files/documents/datasheets/MLX90366-datasheet-melexis.pdf
Mainstream;production;MLX90366LVS-AEU-258;-40 to 150;10;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD4 2.54;SENT;;20 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL;;https://www.melexis.com/MLX90366;https://media.melexis.com/-/media/files/documents/datasheets/MLX90366-datasheet-melexis.pdf
Mainstream;production;MLX90366LVS-AEU-460;-40 to 150;10;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;Standard straight leads;SENT;;20 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL;;https://www.melexis.com/MLX90366;https://media.melexis.com/-/media/files/documents/datasheets/MLX90366-datasheet-melexis.pdf
Mainstream;production;MLX90366LVS-AEU-463;-40 to 150;10;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD2 2.54;SENT;;20 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL;;https://www.melexis.com/MLX90366;https://media.melexis.com/-/media/files/documents/datasheets/MLX90366-datasheet-melexis.pdf
Mainstream;production;MLX90366LVS-AEU-468;-40 to 150;10;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD4 2.54;SENT;;20 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL;;https://www.melexis.com/MLX90366;https://media.melexis.com/-/media/files/documents/datasheets/MLX90366-datasheet-melexis.pdf
Mainstream;production;MLX90366LVS-AEX-250;-40 to 150;10;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;Standard straight leads;SENT;;20 to 70 (mT);-2400 to 0;✔;QM;16/17-pts fixed PWL|Thermal Offset;;https://www.melexis.com/MLX90366;https://media.melexis.com/-/media/files/documents/datasheets/MLX90366-datasheet-melexis.pdf
Mainstream;production;MLX90366LVS-AEX-253;-40 to 150;10;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD2 2.54;SENT;;20 to 70 (mT);-2400 to 0;✔;QM;16/17-pts fixed PWL|Thermal Offset;;https://www.melexis.com/MLX90366;https://media.melexis.com/-/media/files/documents/datasheets/MLX90366-datasheet-melexis.pdf
Mainstream;production;MLX90366LVS-AEX-258;-40 to 150;10;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD4 2.54;SENT;;20 to 70 (mT);-2400 to 0;✔;QM;16/17-pts fixed PWL|Thermal Offset;;https://www.melexis.com/MLX90366;https://media.melexis.com/-/media/files/documents/datasheets/MLX90366-datasheet-melexis.pdf
Mainstream;production;MLX90367EDC-ABU-000;-40 to 85;10;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;SOIC-8;;SENT;;20 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL;;https://www.melexis.com/MLX90367;https://media.melexis.com/-/media/files/documents/datasheets/MLX90367-datasheet-melexis.pdf
Mainstream;production;MLX90367KDC-ABU-000;-40 to 125;10;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;SOIC-8;;SENT;;20 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL;;https://www.melexis.com/MLX90367;https://media.melexis.com/-/media/files/documents/datasheets/MLX90367-datasheet-melexis.pdf
Mainstream;production;MLX90367LDC-ABU-000;-40 to 150;10;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;SOIC-8;;SENT;;20 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL;;https://www.melexis.com/MLX90367;https://media.melexis.com/-/media/files/documents/datasheets/MLX90367-datasheet-melexis.pdf
Mainstream;production;MLX90367EGO-ABU-000;-40 to 85;20;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;TSSOP-16;;SENT;;20 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL;;https://www.melexis.com/MLX90367;https://media.melexis.com/-/media/files/documents/datasheets/MLX90367-datasheet-melexis.pdf
Mainstream;production;MLX90367KGO-ABU-000;-40 to 125;20;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;TSSOP-16;;SENT;;20 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL;;https://www.melexis.com/MLX90367;https://media.melexis.com/-/media/files/documents/datasheets/MLX90367-datasheet-melexis.pdf
Mainstream;production;MLX90367LGO-ABU-000;-40 to 150;20;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;TSSOP-16;;SENT;;20 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL;;https://www.melexis.com/MLX90367;https://media.melexis.com/-/media/files/documents/datasheets/MLX90367-datasheet-melexis.pdf
Mainstream;production;MLX90367LDC-ABV-000;-40 to 150;10;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;SOIC-8;;SENT;;20 to 70 (mT);-2400 to 0;✔;QM;16/17-pts fixed PWL;;https://www.melexis.com/MLX90367;https://media.melexis.com/-/media/files/documents/datasheets/MLX90367-datasheet-melexis.pdf
Mainstream;production;MLX90367LGO-ABV-000;-40 to 150;20;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;TSSOP-16;;SENT;;20 to 70 (mT);-2400 to 0;✔;QM;16/17-pts fixed PWL;;https://www.melexis.com/MLX90367;https://media.melexis.com/-/media/files/documents/datasheets/MLX90367-datasheet-melexis.pdf
Mainstream;production;MLX90367LDC-ABX-000;-40 to 150;10;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;SOIC-8;;SENT;;20 to 70 (mT);-2400 to 0;✔;QM;16/17-pts fixed PWL|Thermal Offset;;https://www.melexis.com/MLX90367;https://media.melexis.com/-/media/files/documents/datasheets/MLX90367-datasheet-melexis.pdf
Mainstream;production;MLX90367LGO-ABX-000;-40 to 150;20;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;TSSOP-16;;SENT;;20 to 70 (mT);-2400 to 0;✔;QM;16/17-pts fixed PWL|Thermal Offset;;https://www.melexis.com/MLX90367;https://media.melexis.com/-/media/files/documents/datasheets/MLX90367-datasheet-melexis.pdf
Mainstream;production;MLX90367EDC-ACU-000;-40 to 85;10;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;SOIC-8;;SENT;;20 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL;;https://www.melexis.com/MLX90367;https://media.melexis.com/-/media/files/documents/datasheets/MLX90367-datasheet-melexis.pdf
Mainstream;production;MLX90367KDC-ACU-000;-40 to 125;10;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;SOIC-8;;SENT;;20 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL;;https://www.melexis.com/MLX90367;https://media.melexis.com/-/media/files/documents/datasheets/MLX90367-datasheet-melexis.pdf
Mainstream;production;MLX90367LDC-ACU-000;-40 to 150;10;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;SOIC-8;;SENT;;20 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL;;https://www.melexis.com/MLX90367;https://media.melexis.com/-/media/files/documents/datasheets/MLX90367-datasheet-melexis.pdf
Mainstream;production;MLX90367EGO-ACU-000;-40 to 85;20;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;TSSOP-16;;SENT;;20 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL;;https://www.melexis.com/MLX90367;https://media.melexis.com/-/media/files/documents/datasheets/MLX90367-datasheet-melexis.pdf
Mainstream;production;MLX90367KGO-ACU-000;-40 to 125;20;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;TSSOP-16;;SENT;;20 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL;;https://www.melexis.com/MLX90367;https://media.melexis.com/-/media/files/documents/datasheets/MLX90367-datasheet-melexis.pdf
Mainstream;production;MLX90367LGO-ACU-000;-40 to 150;20;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;TSSOP-16;;SENT;;20 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL;;https://www.melexis.com/MLX90367;https://media.melexis.com/-/media/files/documents/datasheets/MLX90367-datasheet-melexis.pdf
Mainstream;production;MLX90367LDC-ACV-000;-40 to 150;10;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;SOIC-8;;SENT;;20 to 70 (mT);-2400 to 0;✔;QM;16/17-pts fixed PWL;;https://www.melexis.com/MLX90367;https://media.melexis.com/-/media/files/documents/datasheets/MLX90367-datasheet-melexis.pdf
Mainstream;production;MLX90367LGO-ACV-000;-40 to 150;20;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;TSSOP-16;;SENT;;20 to 70 (mT);-2400 to 0;✔;QM;16/17-pts fixed PWL;;https://www.melexis.com/MLX90367;https://media.melexis.com/-/media/files/documents/datasheets/MLX90367-datasheet-melexis.pdf
Mainstream;production;MLX90367LDC-ACX-000;-40 to 150;10;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;SOIC-8;;SENT;;20 to 70 (mT);-2400 to 0;✔;QM;16/17-pts fixed PWL|Thermal Offset;;https://www.melexis.com/MLX90367;https://media.melexis.com/-/media/files/documents/datasheets/MLX90367-datasheet-melexis.pdf
Mainstream;production;MLX90367LGO-ACX-000;-40 to 150;20;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;TSSOP-16;;SENT;;20 to 70 (mT);-2400 to 0;✔;QM;16/17-pts fixed PWL|Thermal Offset;;https://www.melexis.com/MLX90367;https://media.melexis.com/-/media/files/documents/datasheets/MLX90367-datasheet-melexis.pdf
Performance;production;MLX90371GDC-BCC-100;-40 to 160;12;;5;;Hall;On-axis;Angle;XZ;A 4 pole magnet is required;4 kA/m, 5mT;SOIC-8;;Analog|PWM;;min 3.8 (mT/mm);-2400 to 0;✔;ASIL B;4-pts anywhere PWL|8-pts anywhere PWL|16/17-pts fixed PWL|33-pts fixed PWL;;https://www.melexis.com/MLX90371;https://media.melexis.com/-/media/files/documents/datasheets/MLX90371-datasheet-melexis.pdf
Performance;production;MLX90371GDC-BCC-200;-40 to 160;12;;5;;Hall;Linear;Angle;XZ;;4 kA/m, 5mT;SOIC-8;;Analog|PWM;;min 6 (mT/mm);-2400 to 0;✔;ASIL B;4-pts anywhere PWL|8-pts anywhere PWL|16/17-pts fixed PWL|33-pts fixed PWL;;https://www.melexis.com/MLX90371;https://media.melexis.com/-/media/files/documents/datasheets/MLX90371-datasheet-melexis.pdf
Performance;production;MLX90371GDC-BCC-300;-40 to 160;10;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;SOIC-8;;Analog|PWM;;10 to 70 (mT);-2400 to 0;✔;ASIL B;4-pts anywhere PWL|8-pts anywhere PWL|16/17-pts fixed PWL|33-pts fixed PWL;;https://www.melexis.com/MLX90371;https://media.melexis.com/-/media/files/documents/datasheets/MLX90371-datasheet-melexis.pdf
Performance;production;MLX90371GGO-BCC-100;-40 to 160;24;;5;;Hall;On-axis;Angle;XZ;A 4 pole magnet is required;4 kA/m, 5mT;TSSOP-16;;Analog|PWM;;min 3.8 (mT/mm);-2400 to 0;✔;ASIL B;4-pts anywhere PWL|8-pts anywhere PWL|16/17-pts fixed PWL|33-pts fixed PWL;;https://www.melexis.com/MLX90371;https://media.melexis.com/-/media/files/documents/datasheets/MLX90371-datasheet-melexis.pdf
Performance;production;MLX90371GGO-BCC-200;-40 to 160;24;;5;;Hall;Linear;Angle;XZ;;4 kA/m, 5mT;TSSOP-16;;Analog|PWM;;min 6 (mT/mm);-2400 to 0;✔;ASIL B;4-pts anywhere PWL|8-pts anywhere PWL|16/17-pts fixed PWL|33-pts fixed PWL;;https://www.melexis.com/MLX90371;https://media.melexis.com/-/media/files/documents/datasheets/MLX90371-datasheet-melexis.pdf
Performance;production;MLX90371GGO-BCC-300;-40 to 160;20;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;TSSOP-16;;Analog|PWM;;10 to 70 (mT);-2400 to 0;✔;ASIL B;4-pts anywhere PWL|8-pts anywhere PWL|16/17-pts fixed PWL|33-pts fixed PWL;;https://www.melexis.com/MLX90371;https://media.melexis.com/-/media/files/documents/datasheets/MLX90371-datasheet-melexis.pdf
Performance;production;MLX90371GGO-BCC-500;-40 to 160;24;;5;;Hall;On-axis;Angle;XZ;A 4 pole magnet is required;4 kA/m, 5mT;TSSOP-16;;Analog|PWM;;min 10 (mT/mm);-2400 to 0;✔;ASIL B;4-pts anywhere PWL|8-pts anywhere PWL|16/17-pts fixed PWL|33-pts fixed PWL;;https://www.melexis.com/MLX90371;https://media.melexis.com/-/media/files/documents/datasheets/MLX90371-datasheet-melexis.pdf
Performance;production;MLX90371GVS-BCC-100;-40 to 160;12;;5;;Hall;On-axis;Angle;XZ;A 4 pole magnet is required;4 kA/m, 5mT;DMP-4;Standard straight leads;Analog;;min 3.8 (mT/mm);-2400 to 0;✔;ASIL B;4-pts anywhere PWL|8-pts anywhere PWL|16/17-pts fixed PWL|33-pts fixed PWL;;https://www.melexis.com/MLX90371;https://media.melexis.com/-/media/files/documents/datasheets/MLX90371-datasheet-melexis.pdf
Performance;production;MLX90371GVS-BCC-150;-40 to 160;12;;5;;Hall;On-axis;Angle;XZ;A 4 pole magnet is required;4 kA/m, 5mT;DMP-4;Standard straight leads;PWM;;min 3.8 (mT/mm);-2400 to 0;✔;ASIL B;4-pts anywhere PWL|8-pts anywhere PWL|16/17-pts fixed PWL|33-pts fixed PWL;;https://www.melexis.com/MLX90371;https://media.melexis.com/-/media/files/documents/datasheets/MLX90371-datasheet-melexis.pdf
Performance;production;MLX90371GVS-BCC-101;-40 to 160;12;;5;;Hall;On-axis;Angle;XZ;A 4 pole magnet is required;4 kA/m, 5mT;DMP-4;STD1 2.54;Analog;;min 3.8 (mT/mm);-2400 to 0;✔;ASIL B;4-pts anywhere PWL|8-pts anywhere PWL|16/17-pts fixed PWL|33-pts fixed PWL;;https://www.melexis.com/MLX90371;https://media.melexis.com/-/media/files/documents/datasheets/MLX90371-datasheet-melexis.pdf
Performance;production;MLX90371GVS-BCC-151;-40 to 160;12;;5;;Hall;On-axis;Angle;XZ;A 4 pole magnet is required;4 kA/m, 5mT;DMP-4;STD1 2.54;PWM;;min 3.8 (mT/mm);-2400 to 0;✔;ASIL B;4-pts anywhere PWL|8-pts anywhere PWL|16/17-pts fixed PWL|33-pts fixed PWL;;https://www.melexis.com/MLX90371;https://media.melexis.com/-/media/files/documents/datasheets/MLX90371-datasheet-melexis.pdf
Performance;production;MLX90371GVS-BCC-103;-40 to 160;12;;5;;Hall;On-axis;Angle;XZ;A 4 pole magnet is required;4 kA/m, 5mT;DMP-4;STD2 2.54;Analog;;min 3.8 (mT/mm);-2400 to 0;✔;ASIL B;4-pts anywhere PWL|8-pts anywhere PWL|16/17-pts fixed PWL|33-pts fixed PWL;;https://www.melexis.com/MLX90371;https://media.melexis.com/-/media/files/documents/datasheets/MLX90371-datasheet-melexis.pdf
Performance;production;MLX90371GVS-BCC-153;-40 to 160;12;;5;;Hall;On-axis;Angle;XZ;A 4 pole magnet is required;4 kA/m, 5mT;DMP-4;STD2 2.54;PWM;;min 3.8 (mT/mm);-2400 to 0;✔;ASIL B;4-pts anywhere PWL|8-pts anywhere PWL|16/17-pts fixed PWL|33-pts fixed PWL;;https://www.melexis.com/MLX90371;https://media.melexis.com/-/media/files/documents/datasheets/MLX90371-datasheet-melexis.pdf
Performance;production;MLX90371GVS-BCC-108;-40 to 160;12;;5;;Hall;On-axis;Angle;XZ;A 4 pole magnet is required;4 kA/m, 5mT;DMP-4;STD4 2.54;Analog;;min 3.8 (mT/mm);-2400 to 0;✔;ASIL B;4-pts anywhere PWL|8-pts anywhere PWL|16/17-pts fixed PWL|33-pts fixed PWL;;https://www.melexis.com/MLX90371;https://media.melexis.com/-/media/files/documents/datasheets/MLX90371-datasheet-melexis.pdf
Performance;production;MLX90371GVS-BCC-158;-40 to 160;12;;5;;Hall;On-axis;Angle;XZ;A 4 pole magnet is required;4 kA/m, 5mT;DMP-4;STD4 2.54;PWM;;min 3.8 (mT/mm);-2400 to 0;✔;ASIL B;4-pts anywhere PWL|8-pts anywhere PWL|16/17-pts fixed PWL|33-pts fixed PWL;;https://www.melexis.com/MLX90371;https://media.melexis.com/-/media/files/documents/datasheets/MLX90371-datasheet-melexis.pdf
Performance;production;MLX90371GVS-BCC-200;-40 to 160;12;;5;;Hall;Linear;Angle;XZ;;4 kA/m, 5mT;DMP-4;Standard straight leads;Analog;;min 6 (mT/mm);-2400 to 0;✔;ASIL B;4-pts anywhere PWL|8-pts anywhere PWL|16/17-pts fixed PWL|33-pts fixed PWL;;https://www.melexis.com/MLX90371;https://media.melexis.com/-/media/files/documents/datasheets/MLX90371-datasheet-melexis.pdf
Performance;production;MLX90371GVS-BCC-250;-40 to 160;12;;5;;Hall;Linear;Angle;XZ;;4 kA/m, 5mT;DMP-4;Standard straight leads;PWM;;min 6 (mT/mm);-2400 to 0;✔;ASIL B;4-pts anywhere PWL|8-pts anywhere PWL|16/17-pts fixed PWL|33-pts fixed PWL;;https://www.melexis.com/MLX90371;https://media.melexis.com/-/media/files/documents/datasheets/MLX90371-datasheet-melexis.pdf
Performance;production;MLX90371GVS-BCC-201;-40 to 160;12;;5;;Hall;Linear;Angle;XZ;;4 kA/m, 5mT;DMP-4;STD1 2.54;Analog;;min 6 (mT/mm);-2400 to 0;✔;ASIL B;4-pts anywhere PWL|8-pts anywhere PWL|16/17-pts fixed PWL|33-pts fixed PWL;;https://www.melexis.com/MLX90371;https://media.melexis.com/-/media/files/documents/datasheets/MLX90371-datasheet-melexis.pdf
Performance;production;MLX90371GVS-BCC-251;-40 to 160;12;;5;;Hall;Linear;Angle;XZ;;4 kA/m, 5mT;DMP-4;STD1 2.54;PWM;;min 6 (mT/mm);-2400 to 0;✔;ASIL B;4-pts anywhere PWL|8-pts anywhere PWL|16/17-pts fixed PWL|33-pts fixed PWL;;https://www.melexis.com/MLX90371;https://media.melexis.com/-/media/files/documents/datasheets/MLX90371-datasheet-melexis.pdf
Performance;production;MLX90371GVS-BCC-203;-40 to 160;12;;5;;Hall;Linear;Angle;XZ;;4 kA/m, 5mT;DMP-4;STD2 2.54;Analog;;min 6 (mT/mm);-2400 to 0;✔;ASIL B;4-pts anywhere PWL|8-pts anywhere PWL|16/17-pts fixed PWL|33-pts fixed PWL;;https://www.melexis.com/MLX90371;https://media.melexis.com/-/media/files/documents/datasheets/MLX90371-datasheet-melexis.pdf
Performance;production;MLX90371GVS-BCC-253;-40 to 160;12;;5;;Hall;Linear;Angle;XZ;;4 kA/m, 5mT;DMP-4;STD2 2.54;PWM;;min 6 (mT/mm);-2400 to 0;✔;ASIL B;4-pts anywhere PWL|8-pts anywhere PWL|16/17-pts fixed PWL|33-pts fixed PWL;;https://www.melexis.com/MLX90371;https://media.melexis.com/-/media/files/documents/datasheets/MLX90371-datasheet-melexis.pdf
Performance;production;MLX90371GVS-BCC-208;-40 to 160;12;;5;;Hall;Linear;Angle;XZ;;4 kA/m, 5mT;DMP-4;STD4 2.54;Analog;;min 6 (mT/mm);-2400 to 0;✔;ASIL B;4-pts anywhere PWL|8-pts anywhere PWL|16/17-pts fixed PWL|33-pts fixed PWL;;https://www.melexis.com/MLX90371;https://media.melexis.com/-/media/files/documents/datasheets/MLX90371-datasheet-melexis.pdf
Performance;production;MLX90371GVS-BCC-258;-40 to 160;12;;5;;Hall;Linear;Angle;XZ;;4 kA/m, 5mT;DMP-4;STD4 2.54;PWM;;min 6 (mT/mm);-2400 to 0;✔;ASIL B;4-pts anywhere PWL|8-pts anywhere PWL|16/17-pts fixed PWL|33-pts fixed PWL;;https://www.melexis.com/MLX90371;https://media.melexis.com/-/media/files/documents/datasheets/MLX90371-datasheet-melexis.pdf
Performance;production;MLX90371GVS-BCC-300;-40 to 160;10;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;Standard straight leads;Analog;;10 to 70 (mT);-2400 to 0;✔;ASIL B;4-pts anywhere PWL|8-pts anywhere PWL|16/17-pts fixed PWL|33-pts fixed PWL;;https://www.melexis.com/MLX90371;https://media.melexis.com/-/media/files/documents/datasheets/MLX90371-datasheet-melexis.pdf
Performance;production;MLX90371GVS-BCC-350;-40 to 160;10;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;Standard straight leads;PWM;;10 to 70 (mT);-2400 to 0;✔;ASIL B;4-pts anywhere PWL|8-pts anywhere PWL|16/17-pts fixed PWL|33-pts fixed PWL;;https://www.melexis.com/MLX90371;https://media.melexis.com/-/media/files/documents/datasheets/MLX90371-datasheet-melexis.pdf
Performance;production;MLX90371GVS-BCC-301;-40 to 160;10;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD1 2.54;Analog;;10 to 70 (mT);-2400 to 0;✔;ASIL B;4-pts anywhere PWL|8-pts anywhere PWL|16/17-pts fixed PWL|33-pts fixed PWL;;https://www.melexis.com/MLX90371;https://media.melexis.com/-/media/files/documents/datasheets/MLX90371-datasheet-melexis.pdf
Performance;production;MLX90371GVS-BCC-351;-40 to 160;10;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD1 2.54;PWM;;10 to 70 (mT);-2400 to 0;✔;ASIL B;4-pts anywhere PWL|8-pts anywhere PWL|16/17-pts fixed PWL|33-pts fixed PWL;;https://www.melexis.com/MLX90371;https://media.melexis.com/-/media/files/documents/datasheets/MLX90371-datasheet-melexis.pdf
Performance;production;MLX90371GVS-BCC-303;-40 to 160;10;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD2 2.54;Analog;;10 to 70 (mT);-2400 to 0;✔;ASIL B;4-pts anywhere PWL|8-pts anywhere PWL|16/17-pts fixed PWL|33-pts fixed PWL;;https://www.melexis.com/MLX90371;https://media.melexis.com/-/media/files/documents/datasheets/MLX90371-datasheet-melexis.pdf
Performance;production;MLX90371GVS-BCC-353;-40 to 160;10;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD2 2.54;PWM;;10 to 70 (mT);-2400 to 0;✔;ASIL B;4-pts anywhere PWL|8-pts anywhere PWL|16/17-pts fixed PWL|33-pts fixed PWL;;https://www.melexis.com/MLX90371;https://media.melexis.com/-/media/files/documents/datasheets/MLX90371-datasheet-melexis.pdf
